ID,name,product_type,skin_type,price,rating
8885,Anti Blemish BB Cream SPF40 (UK),BB Cream,sensitive,52.9,2.4
8886,Hello Flawless! Custom Powder Cover-Up (UK),Pressed Powder,sensitive,87.1,3.2
8887,Lucent Magique Liquid Foundation SPF24 PA+++ (Asia),Liquid,sensitive,70.5,3.6
8888,Uplighting Illuminating Powder,Powder,dry,100.5,2.3
8889,Be Legendary Cream Lipstick,Lipstick,sensitive,51.9,2.2
8890,Be Legendary Matte Lipstick,Lipstick,sensitive,90.6,1.9
8891,Highlighting Powder,Powder,sensitive,94.8,2.5
8892,10-Color Eye Palette,Eye Palette,sensitive,99.0,1.3
8893,Matte Radiance Baked Powder Compact (Bronzer),Powder,oily,126.9,0
8894,Ultra Metallic Liquid Lipstick,Liquid,oily,34.7,2.3
8895,Highlighting Palette,Cheek Palette,dry,114.4,3.2
8896,Cream Highlighter,Cream,dry,130.6,1.6
8897,Baked Highlighter,Powder,sensitive,98.4,1.3
8898,Powder Highlighter,Powder,oily,116.2,2.3
8899,Couture Contouring Palette,Makeup Palette,dry,25.7,2.7
8900,Couture Contouring Contour Powder,Powder,oily,36.3,2.6
8901,Couture Contouring Highlight Powder,Powder,oily,126.8,2.7
8902,Velvet Eyeliner,Pencil,oily,122.8,2.8
8903,Powder Blush (Small),Powder,oily,141.2,1.5
8904,Lipstick,Lipstick,dry,41.8,3.5
8905,Baked Highlighter,Powder,oily,100.4,2.8
8906,Sized to Go Lipglass,Lipgloss,oily,118.9,3.0
8907,Nightbloom Powder,Powder,dry,111.5,2.8
8908,Amore Metallics Lip CrÃ¨me,Liquid,dry,88.8,2.1
8909,Loubilaque Lip Lacquer,Lipgloss,sensitive,77.3,1.7
8910,Fall 2016 Eyeshadow Palette,Eye Palette,sensitive,76.3,2.4
8911,Loose Pigment,Loose,sensitive,93.5,1.7
8912,Classic False Lashes,False Eyelashes,sensitive,125.1,2.6
8913,Faux Mink Lash Collection,False Eyelashes,dry,73.5,3.8
8914,Mink Lash,False Eyelashes,oily,81.3,3.0
8915,Lip Contour Matte Pencil,Pencil,sensitive,108.0,3.8
8916,Eyelash Glue,False Eyelash Adhesive,sensitive,28.2,1.9
8917,Nails,Hands & Nails,sensitive,129.7,3.5
8918,Fierce Volume - Extreme Mascara,Dramatic,oily,142.9,2.2
8919,Long Sexxy Lashes - Lengthening Mascara,Lengthening,oily,19.3,2.0
8920,Studio Pro HD Brow Pencil,Pencil,sensitive,146.9,2.4
8921,Flawless Brow Gel,Gel,oily,101.0,3.2
8922,Flawless Brow Pencil,Pencil,oily,110.5,2.0
8923,Studio Pro Waterproof Eye Primer,Eye,dry,116.2,2.4
8924,Smooth Canvas - Long Wear Shadow Primer,Eye,sensitive,46.0,3.1
8925,Smooth Canvas â€“ Long Wear Shadow Primer,Eye,dry,70.5,1.8
8926,Studio Pro Waterproof Gel Liner,Gel,sensitive,134.3,2.3
8927,Glitter Eyeliner,Glitter,oily,125.2,4.5
8928,BH Liquid Eyeliner,Felt-Tip,oily,118.3,0.8
8929,Party Girl Waterproof Gel Eyeliner Pencil,Pencil,oily,129.7,2.7
8930,Waterproof Eye Crayon,Pencil,sensitive,132.7,2.3
8931,False Eyelashes,False Eyelashes,sensitive,73.5,1.4
8932,Glitter Collection,Glitter,sensitive,29.7,4.3
8933,Oil-Free Makeup Removing Towelettes,Wipe,dry,144.6,1.7
8934,Makeup Pencil Sharpener,Sharpener,dry,100.7,4.2
8935,Eye & Lip Makeup Remover,Makeup Remover,sensitive,82.6,3.3
8936,Eyelash Curler,Eyelash Curler,sensitive,52.4,2.4
8937,False Eyelash Applicator - Hot Pink,Tools,sensitive,38.1,3.4
8938,Cream Cheek & Lip Tint,Cream,oily,104.1,1.4
8939,Bombshell Blush,Powder,sensitive,20.0,3.0
8940,Studio Pro Makeup Setting Spray,Face,sensitive,101.6,2.3
8941,Studio Pro Anti-Shine,Face,oily,11.2,1.8
8942,Studio Pro Foundation Primer,Face,dry,40.3,2.6
8943,Studio Pro Oil Blotting Papers,Face,dry,10.9,2.6
8944,Small Flocked Puff,Tools,sensitive,57.2,2.0
8945,Large Cotton Puff,Tools,oily,136.6,1.1
8946,Studio Pro Beauty Sponge,Tools,oily,94.9,3.9
8947,BH Liquid Lipstick,Liquid,sensitive,114.0,2.7
8948,Pop Art Lipstick,Lipstick,oily,105.0,3.2
8949,Missy Lynn Color Lock,Lipstick,sensitive,53.4,2.6
8950,Color Lock,Lipstick,sensitive,122.2,2.6
8951,BH Party Girl Twist Moisturizing Balm Stick,Tinted,sensitive,115.1,3.0
8952,Creme Luxe Lipstick,Lipstick,sensitive,38.1,1.7
8953,Enhancing Lip Gloss,Lipgloss,sensitive,15.2,2.6
8954,Forever Nude Aqua Gloss,Lipgloss,oily,56.7,2.6
8955,Lip Gloss,Lipgloss,dry,40.3,2.2
8956,Waterproof Lip Liner,Pencil,oily,146.0,3.9
8957,BH Party Girl Loose Pigment Eyeshadow,Loose,dry,39.5,1.2
8958,Kabuki Brush with Pouch #1,Face,oily,85.1,3.4
8959,Lip Liner Brush #2,Lip,oily,149.8,2.8
8960,Angled Shadow Brush #3,Eye,oily,45.5,2.3
8961,Smudge Brush #4,Eye,oily,74.1,3.0
8962,Flat Liner Brush #5,Eye,dry,58.2,1.2
8963,Deluxe Foundation Brush #6,Face,sensitive,99.2,3.4
8964,Small Concealer Brush #7,Face,oily,100.1,2.5
8965,Round Stippling Brush #8,Face,dry,31.4,2.2
8966,Duo Fiber Stippling Brush #9,Face,dry,54.6,2.2
8967,Small Smudge Brush #10,Face,oily,108.4,3.1
8968,Highlighter Brush #11,Face,oily,76.9,3.1
8969,Blending Brush #12,Face,sensitive,31.3,3.5
8970,Small Angled Blush Brush #13,Face,sensitive,12.7,2.0
8971,Deluxe Fan Brush #16,Face,sensitive,121.6,1.7
8972,Powder Brush #17,Face,sensitive,105.4,1.4
8973,Precision Eyeliner Brush #18,Eye,sensitive,27.5,3.4
8974,Fine Eyeliner Brush #19,Eye,oily,74.1,3.0
8975,Angled Definer Brush #21,Eye,oily,16.5,2.0
8976,All Over Brush #22,Face,oily,54.7,3.5
8977,Classic Smudge Brush #23,Eye,oily,79.7,3.1
8978,Contour Blending Brush #24,Eye,oily,143.1,1.6
8979,Small Duo Fiber Stippling Brush #26,Face,sensitive,28.4,2.6
8980,Gold Mini Angled Kabuki Brush #27,Face,sensitive,122.0,2.6
8981,Spooley Brush #28,Eye,oily,50.9,2.9
8982,Deluxe Blush Brush #29,Face,oily,87.7,1.4
8983,Large Tapered Blending Brush #30,Eye,oily,26.8,2.7
8984,Flat Blending Brush #31,Eye,dry,13.6,3.5
8985,Purple Kabuki Synthetic #33,Face,dry,91.5,1.6
8986,Angled Kabuki Brush #34,Face,oily,15.5,1.6
8987,Domed Kabuki Brush #35,"Face
",sensitive,61.3,2.2
8988,Mini Pink Kabuki Brush #36,Face,sensitive,83.2,2.4
8989,Quick Change - Brush Cleaner,Brush Cleanser,sensitive,18.1,3.3
8990,Studio Pro Beauty Belt,Tools,oily,120.0,2.4
8991,Studio Pro Makeup Brush Cleaner,Brush Cleanser,oily,120.3,1.9
8992,Pro Artist Brush Belt,Tools,dry,18.7,1.5
8993,Master Mixer,Cream,sensitive,91.3,2.3
8994,Lip2Cheek,Cream,oily,60.9,3.2
8995,Lip Shine,Tinted,sensitive,61.8,3.9
8996,Eye Polish,Cream,dry,97.6,2.9
8997,Mascara,Volumizing,oily,79.0,2.8
8998,Buriti Bronzer,Cream,dry,20.6,1.7
8999,Contour Bronzer,Cream,oily,111.5,3.0
9000,Lip & Skin Balm,Balm,sensitive,18.9,3.4
9001,Beauty Oil,Oil,sensitive,80.7,3.1
9002,Raw Coconut Cream,Makeup Remover,sensitive,66.1,2.5
9003,The Ultimate Makeup Remover Wipe,Wipe,dry,48.8,2.1
9004,Brightening Brush,Face,sensitive,149.7,2.6
9005,Skin2Skin Foundation Brush,Face,oily,56.3,3.6
9006,Skin2Skin Blush Brush,Face,dry,75.1,3.3
9007,Nail Polish,Nail Color,sensitive,142.0,2.9
9008,Ubame Mascara,Lengthening,dry,66.9,3.9
9009,Shadow Liner,Pencil,sensitive,60.1,2.8
9010,Eye Pigment,Cream,sensitive,26.4,2.4
9011,Eye Marker,Felt-Tip,sensitive,20.1,2.6
9012,Eye Vinyl,Cream,oily,88.8,3.0
9013,Weekend Lash Stain,Natural,oily,52.8,2.3
9014,Gel Brow,Pencil,dry,135.5,3.1
9015,Lip Color,Lipstick,sensitive,140.5,2.5
9016,Lip Marker,Lip Stain,oily,99.1,1.7
9017,Lip Pigment,Lipstick,dry,143.9,2.6
9018,Lip Salve,Lip Balm,oily,29.3,3.1
9019,Balm Tint SPF 30,with SPF,sensitive,83.8,1.8
9020,Oil Lip Stain,Lip Stain,dry,47.1,2.7
9021,Lip + Cheek,Cream,sensitive,119.1,2.0
9022,Sunshine Oil,Oil,sensitive,135.9,2.2
9023,Face Gloss,Face,sensitive,48.3,2.4
9024,Blush Oil,Liquid,sensitive,38.7,2.2
9025,Matte Bronzer,Cream,sensitive,12.6,1.3
9026,Cooling Water,Gel,sensitive,18.9,3.3
9027,Highlighter,Cream,oily,72.5,1.9
9028,Hydrating Oil,Gel,sensitive,116.0,3.3
9029,Roll + Blot,Tools,sensitive,148.4,2.1
9030,Charcoal Cleanser,Gel,dry,80.6,2.4
9031,Face Mist,Facial Mist,oily,126.1,3.3
9032,Mini Hero Salve,Balm,oily,54.5,2.9
9033,Hero Salve,Balm,oily,43.3,2.5
9034,Micellar Gel Makeup Remover,Makeup Remover,oily,39.5,4.2
9035,Micellar Water Makeup Remover Wipes,Wipe,sensitive,97.5,4.0
9036,Urban Defense Mask,Hydrating,dry,73.4,1.8
9037,Natural Deodorant,Deodorant,sensitive,129.9,2.4
9038,Natural Dry Shampoo,Shampoo,oily,131.2,2.4
9039,Spray Nail,Nail Color,sensitive,24.3,0.3
9040,Charcoal Swabs,Tools,sensitive,79.7,3.1
9041,Tweezers,Tweezers,sensitive,87.3,1.7
9042,Hairdryer,Hair Tools,sensitive,93.9,2.1
9043,Balmy Rays,with SPF,sensitive,55.5,2.8
9044,Balmy Days,Lip Balm,sensitive,55.1,2.6
9045,Lipstick,Lipstick,dry,139.3,1.4
9046,Lipstick Crayon,Pencil,sensitive,33.3,2.0
9047,Lip Gloss,Lipgloss,dry,147.5,1.8
9048,Tinted Lip Conditioner,with SPF,sensitive,10.6,3.1
9049,Illuminator,Cream,dry,65.1,3.0
9050,Multi-Stick,Cream,dry,123.5,0
9051,Mascara,Natural,dry,81.5,2.3
9052,Pure Eyeliner,Pencil,sensitive,135.0,2.5
9053,Silken Shadow Stick,Pencil,sensitive,119.7,2.0
9054,Fade Into You,Loose Finishing,dry,99.9,2.3
9055,Radiant Translucent Powder,Loose Finishing,sensitive,113.5,2.5
9056,Foundation Brush,Face,dry,54.1,3.0
9057,Concealer Brush,Face,sensitive,32.3,2.3
9058,Eye Gloss,Eyes,oily,149.9,2.1
9059,Eye Khol,Pencil,sensitive,100.8,3.7
9060,Long-Lasting Eye Pencil,Pencil,oily,44.4,3.2
9061,Lacquer Eyeliner,Felt-Tip,sensitive,110.9,2.6
9062,Quartz Eyeliner,Felt-Tip,oily,134.5,0
9063,Satin Eyeliner,Felt-Tip,sensitive,123.3,0
9064,Big Lash Mascara,Volumizing,sensitive,40.1,2.0
9065,Magnitude Mascara,Dramatic,sensitive,129.0,2.0
9066,Modelling Mascara,Natural,dry,67.4,1.7
9067,Long-Lasting Eye Shadow,Powder,dry,114.6,3.1
9068,Long-Lasting Matt Eye Shadow,Powder,oily,145.5,1.7
9069,Long-Lasting Cream Eye Shadow,Cream,oily,108.5,1.7
9070,Loose Glitter Pigment,Powder,oily,142.8,2.2
9071,Lip Balm,Lip Balm,sensitive,98.4,3.0
9072,Tinted Luxe Balm,Tinted,sensitive,43.9,2.6
9073,Glassy Gloss,Lipgloss,dry,69.4,3.1
9074,Lip Potion,Lipgloss,oily,73.5,2.8
9075,Long-Lasting Lip Pencil,Pencil,sensitive,101.5,0.7
9076,Colour Burst Lipstick,Lipstick,dry,105.0,1.6
9077,Sheer Lipstick,Lipstick,oily,11.5,2.7
9078,Eye Shadow Keepers,Tools,oily,92.5,1.6
9079,Blush Wand,Cream,sensitive,44.2,1.8
9080,Original Skin Blush,Powder,oily,32.7,1.0
9081,Impalpable Finishing Powder,Loose Finishing,dry,35.9,3.1
9082,Highlighting Liquid,Liquid,oily,60.9,2.2
9083,Bronzing Glow Liquid,Liquid,sensitive,16.9,2.2
9084,Bronzing Glow Powder,Powder,oily,49.9,2.1
9085,Aqua Primer,Face,dry,100.5,0
9086,Mattifying Primer,Face,dry,107.3,3.1
9087,Original Skin Primer,Face,dry,143.6,2.6
9088,Make-up Melt Cleanser,Makeup Remover,dry,20.8,1.7
9089,Gentle Cleansing Water,Liquid,sensitive,109.9,3.0
9090,Blender Brush 016,Eye,dry,118.0,2.3
9091,Blusher Brush 002,Face,oily,147.1,1.9
9092,Brows & Lashes Brush 007,Eye,oily,136.2,2.3
9093,Brows Brush 006,Eye,dry,138.5,1.9
9094,Concealer Brush 004,Face,oily,85.0,3.6
9095,Crease Brush 011,Eye,dry,79.0,3.4
9096,Eye Liner Brush 008,Eye,sensitive,51.7,3.0
9097,Eye Liner Brush 013,Eye,dry,20.5,2.2
9098,Face Contour Brush 012,Face,dry,92.7,2.4
9099,Foundation Brush 009,Face,sensitive,33.2,2.0
9100,Highlighter Brush 014,Face,sensitive,66.4,2.7
9101,Large Shader Brush 003,Eye,dry,137.2,3.3
9102,Lips Brush 010,Lip,oily,62.0,3.4
9103,Mini Shader Brush 005,Eye,dry,93.9,3.3
9104,Powder Brush 001,Face,sensitive,146.5,2.2
9105,Shader Brush 015,Eye,dry,141.4,1.6
9106,Pencil Sharpener,Sharpener,oily,104.6,3.5
9107,Fragrant Confections,Fragrance,sensitive,77.1,2.4
9108,Provenance Tales,Fragrance,oily,28.7,1.8
9109,Long-Wear Lip CrÃ¨me Liquid Lipstick,Liquid,oily,35.2,3.2
9110,Hydrating Lipstick,Lipstick,oily,60.5,2.8
9111,Moisturizing Lip Gloss,Lipgloss,oily,67.1,3.1
9112,Lip Enhancer,Lip Balm,dry,61.0,3.1
9113,Tinted Lip Enhancer,Tinted,sensitive,95.9,4.8
9114,Long Wear Lip Topper,Lipgloss,sensitive,128.3,3.1
9115,Mineral Powder Blush,Powder,dry,122.6,3.2
9116,Luminizing Cheek Tint,Cream,dry,18.4,3.0
9117,Tint,Cream,oily,14.0,2.3
9118,Highlighter,Cream,oily,72.1,2.8
9119,Mineral Powder Bronzer,Powder,dry,124.6,2.8
9120,Mattifying Powder Bronzer,Powder,sensitive,30.8,3.0
9121,Daily Clarifying Treatment Oil,Oil,sensitive,76.7,3.0
9122,Anti-Aging Moisture Primer,Face,dry,63.5,2.1
9123,Daily Repair Treatment Oil,Oil,oily,29.0,2.3
9124,Anti-Blemish Matte Primer,Face,dry,69.4,2.2
9125,Luminizing Liquid Highlighter,Liquid,sensitive,75.4,2.8
9126,Luminizing Brightening Powder,Powder,sensitive,124.4,1.9
9127,Mattifying Translucent Powder,Pressed Finishing,sensitive,61.7,2.1
9128,Glisten Brightening Powder,Powder,oily,67.2,1.5
9129,Kitten Liner,Felt-Tip,sensitive,59.7,2.6
9130,Long-Wear Eye Brightening Primer,Eye,dry,100.1,3.1
9131,Powder Eyeshadow,Powder,oily,72.9,2.8
9132,CrÃ¨me Eyeshadow,Cream,oily,114.8,1.9
9133,CrÃ¨me Eyeshadow Crayon,Pencil,sensitive,43.6,2.0
9134,Brow Definer,Pencil,oily,141.4,3.4
9135,Everyday Effortless Mascara,Natural,sensitive,26.5,2.5
9136,Luminizing Body Lotion,Lotion,sensitive,36.1,2.7
9137,Travel Eyelash Curler,Eyelash Curler,oily,137.7,2.4
9138,Powder Brush No. 1,Face,dry,109.3,1.9
9139,Eyeshadow Brush No. 3,Eye,dry,91.8,2.3
9140,CrÃ¨me Brush No. 4,Eye,oily,52.4,2.1
9141,Eye Definer Brush No. 5,Eye,sensitive,108.8,3.0
9142,Mini Travel Brush,Face,dry,119.0,2.8
9143,Flat Kabuki Brush,Face,sensitive,28.5,2.2
9144,Body Butter,Cream,sensitive,101.3,2.8
9145,Perfume Oil,Fragrance,oily,125.6,3.6
9146,Sheer Lipstick SPF 15,Lipstick,dry,42.9,1.2
9147,Long Wear CrÃ¨me Mousse Eyeshadow,Cream,dry,128.9,2.9
9148,Eye Definer,Pencil,dry,68.9,1.8
9149,Liquid Shimmery Eyeliner,Liquid,oily,116.9,1.8
9150,Smudge Pot Cream Eyeshadow,Cream,sensitive,71.7,2.5
9151,Eye Refresh,Eyes,sensitive,94.9,1.5
9152,Duo Stix Tin,Tools,dry,146.2,2.9
9153,Aqua Beauty Molten Liquid Eyeshadow,Liquid,sensitive,137.6,4.2
9154,Lock On Liner & Brow Cream,Cream,dry,143.3,3.3
9155,Brow Comb + Brush,Eye,sensitive,34.6,2.4
9156,Pro Eyeshadow Primer,Eye,sensitive,117.8,2.4
9157,Beautifully Bare Smooth Matte Eyeshadow,Liquid,sensitive,148.7,2.5
9158,Precision Point Tweezer,Tweezers,oily,39.5,2.5
9159,Stray & Stay Brow Pencil,Wax,dry,101.8,2.9
9160,Mascara Fan Brush,Eye,oily,50.3,4.4
9161,Intense Ink Eyeliner,Felt-Tip,dry,80.4,2.3
9162,Eye Color Applicators,Eye,sensitive,129.5,1.9
9163,Angled Eyeliner Brush,Eye,sensitive,91.9,2.0
9164,Eyelash Curlers,Eyelash Curler,oily,21.9,2.6
9165,Lash & Brow Comb,Eye,dry,143.6,2.3
9166,Mascara & Shadow Shield,Eye,sensitive,44.0,3.2
9167,Flat Eyeliner Brush,Eye,dry,58.3,3.2
9168,Eyebrow Stencil Kit,Brow,oily,71.7,2.6
9169,Eyeshadow Applicators,Eye,sensitive,82.1,3.5
9170,Slant Tweezer,Tweezers,sensitive,122.2,2.8
9171,Small Smudge Brush,Eye,dry,77.0,2.8
9172,Small Precision Brush,Eye,dry,49.8,3.2
9173,Concealer Brush,Face,dry,137.0,2.5
9174,Small Angled Brush,Eye,oily,139.7,2.9
9175,Contour Brush,Eye,sensitive,144.0,2.0
9176,Lash Collection,False Eyelashes,oily,77.6,1.0
9177,Makeup Lock & Seal,Face,sensitive,89.4,2.4
9178,Waterproof Mascara Top Coat,Mascara,oily,113.5,3.4
9179,Makeup Remover Pen,Makeup Remover,oily,122.9,2.6
9180,Makeup Remover Cleansing Cloths,Wipe,sensitive,107.6,2.8
9181,Individual False Lashes,False Eyelashes,dry,25.5,2.7
9182,Dramatic Lash Kit,False Eyelashes,oily,84.7,3.0
9183,Natural Lash Kit,False Eyelashes,sensitive,141.1,2.7
9184,Eyelash & Brow Wand,Eye,oily,70.6,2.7
9185,Smudge Eye Sponge,Eye,dry,64.6,1.5
9186,Eyeliner Brush,Eye,dry,142.8,4.3
9187,Eye Crease Brush,Eye,sensitive,128.0,2.0
9188,Angled Contour Brush,Eye,dry,64.9,0.7
9189,Defining Eye Brush,Eye,oily,82.0,4.2
9190,Blending Eye Brush,Eye,dry,140.6,2.4
9191,Eye Shadow Brush,Eye,dry,32.3,3.1
9192,Eye Makeup Remover Pads,Makeup Remover,sensitive,134.3,1.1
9193,Lengthening & Defining Mascara,Lengthening,dry,19.9,3.4
9194,Volumizing Mascara,Volumizing,sensitive,45.9,2.5
9195,Waterproof Lengthening & Volumizing Mascara,Lengthening,oily,141.7,3.0
9196,Lengthening & Volumizing Mascara,Lengthening,oily,84.8,1.7
9197,Lash Extending Mascara,Lengthening,oily,100.7,1.7
9198,Volumizing & Defining Mascara,Volumizing,sensitive,91.8,1.5
9199,Volume Plumping Mascara,Volumizing,sensitive,19.5,1.7
9200,Flawless Concealer Brush,Face,dry,60.4,3.2
9201,Mascara Primer,Eyelash,dry,62.4,2.3
9202,3-in-1 Mascara,Dramatic,sensitive,128.0,2.3
9203,Mineral Infused Mascara,Dramatic,oily,88.1,4.0
9204,Jumbo Eyeshadow Stick,Cream,oily,84.2,0.8
9205,Long-Lasting Lustrous Eyeshadow,Cream,dry,69.7,2.6
9206,Baked Eyeshadow,Powder,sensitive,127.8,2.2
9207,Blending Brush,Eye,oily,14.4,2.1
9208,Crease Brush,Eye,sensitive,139.0,3.0
9209,Eyebrow Duo Brush,Eye,oily,126.5,3.3
9210,Shadow Lock Eyelid Primer,Eye,oily,47.6,1.5
9211,Instant Lift Brow Pencil,Pencil,dry,40.1,4.0
9212,Waterproof Eyeliner Pen,Felt-Tip,sensitive,49.4,2.8
9213,Shimmer Eyeliner Pencil,Pencil,oily,148.7,1.4
9214,Glitter Primer,Eye,oily,76.7,3.5
9215,Hydrating Under Eye Primer,Eye,sensitive,46.4,2.5
9216,Eye Liner,Pencil,sensitive,11.2,2.1
9217,Expert Liquid Liner,Liquid,sensitive,32.9,3.6
9218,Eye Widener,Pencil,oily,48.9,1.4
9219,Brightening Eye Liner,Pencil,sensitive,117.1,1.9
9220,Cream Eyeliner,Cream,oily,146.7,2.6
9221,Kohl Eyeliner,Pencil,oily,75.0,3.2
9222,Precision Liquid Eyeliner,Liquid,dry,147.8,2.5
9223,Gotta Glow Lip Tint,Lipstick,dry,19.5,3.6
9224,Lip Lacquer,Lipgloss,dry,52.6,2.7
9225,Lip Kiss Balm,Tinted,sensitive,141.6,2.4
9226,High Definition Undereye Setting Powder,Loose Setting,oily,66.8,3.8
9227,Moisturizing Lipstick,Lipstick,sensitive,118.3,1.2
9228,Lip Balm Tint,Tinted,sensitive,110.6,1.9
9229,Matte Lip Color,Pencil,dry,79.4,2.8
9230,Bronze Lights,Powder,dry,140.9,2.6
9231,L.A. Lights Blendable Lip & Cheek Color,Cream,dry,90.0,3.9
9232,O-Glow Intuitive Cheek Color,Gel,oily,102.6,3.4
9233,Halo Highlighting Wand,Liquid,dry,71.3,3.5
9234,Telephoto Face Brush,Face,oily,24.4,2.5
9235,Photo Op Under Eye Brightener,Cream,sensitive,27.8,3.1
9236,Photo Finish Primer Oil,Face,sensitive,104.9,3.1
9237,Photo Finish Foundation Primer - Light,Face,sensitive,103.5,3.3
9238,Photo Finish Foundation Primer Light,Face,sensitive,47.9,2.1
9239,Photo Finish Primer Water,Face,oily,120.7,1.0
9240,Photo Finish Foundation Primer Blemish Control,Face,oily,17.3,1.5
9241,Photo Finish Foundation Primer Broad Spectrum SPF 20 with Dermaxyl Complex,Face,sensitive,77.2,3.6
9242,Photo Finish Pore Minimizing Foundation Primer,Face,dry,149.2,3.4
9243,Photo Finish Hydrating Under Eye Primer,Face,sensitive,45.7,1.4
9244,Photo Finish Hydrating Foundation Primer,Face,oily,126.0,3.0
9245,Photo Finish Color Correcting Foundation Primer,Face,sensitive,36.1,1.8
9246,It's A Wrap Waterproof Makeup Remover,Eyes,dry,122.8,2.3
9247,Brow Tech Shaping Powder,Powder,oily,46.5,2.5
9248,Brow Tech Gloss Stick,Pencil,sensitive,104.4,2.3
9249,Brow Tech Matte Pencil,Pencil,sensitive,49.9,3.2
9250,Brow Tech Highlight Stick,Pencil,dry,133.3,2.6
9251,Photo Angle Pure Pigment Gel Liner,Gel,dry,108.8,2.6
9252,Always Sharp Waterproof Kohl Liner,Pencil,oily,53.3,2.1
9253,Limitless Eye Liner,Pencil,dry,102.2,1.8
9254,Limitless Liquid Liner Pen,Felt-Tip,sensitive,20.2,2.9
9255,Jet Set Waterproof Eye Liner,Gel,dry,72.4,3.6
9256,BCA 24 Hour Photo Finish Shadow Primer,Eye,sensitive,68.5,2.4
9257,Photo Finish 24 Hour Shadow Primer,Eye,dry,62.5,3.2
9258,Photo Finish Lash Primer,Eyelash,sensitive,125.0,4.4
9259,Full Exposure Mascara,Volumizing,oily,94.2,3.2
9260,Full Exposure Waterproof Mascara,Volumizing,sensitive,83.0,2.5
9261,Hyperlash Mascara,Dramatic,sensitive,130.4,2.4
9263,Photo Finish Lid Primer,Eye,dry,53.9,3.2
9264,Indecent Exposure Mascara,Lengthening,dry,58.6,3.3
9265,Be Legendary Lip Gloss,Lipgloss,sensitive,147.4,2.6
9266,Be Legendary Long-Wear Lip Lacquer,Liquid,dry,77.0,3.8
9267,O-Gloss Intuitive Lip Gloss,Lipgloss,sensitive,37.5,2.4
9268,O-Plump Intuitive Lip Plumper,Lip Plumper,sensitive,42.0,1.1
9269,Always Sharp Lip Liner,Pencil,sensitive,124.0,3.0
9270,Always On Liquid Lipstick,Liquid,dry,145.9,3.1
9271,Insta-Matte Lipstick Transformer,Lips,dry,32.3,2.8
9272,Smashbox + Donald Robertson: Be Legendary Lipstick,Lipstick,oily,29.1,2.2
9273,Face & Cheek Brush #2,Face,sensitive,131.9,1.7
9274,Fan Brush #22,Face,sensitive,105.6,3.4
9275,Precision Concealer Brush #5,Face,oily,83.7,1.4
9276,Tapered Shadow Brush #7,Eye,oily,57.1,0
9277,Crease Brush #10,Eye,oily,79.7,1.9
9278,Foundation Brush #13,Eye,oily,75.7,2.1
9279,Definer Brush #15,Eye,sensitive,71.2,2.2
9280,Double-Ended Smudger Brush #20,Eye,dry,89.3,4.4
9281,Angle Brow Brush #12,Eye,oily,129.6,0.8
9282,Arced Liner Brush #21,Eye,sensitive,11.7,1.8
9283,Smashbox + Donald Robertson: Photo Angle Pure Pigment Gel Liner,Gel,dry,13.8,3.7
9284,Color Correcting Stick,Cream,dry,116.0,2.7
9285,Carli Bybel Eyeshadow & Highlighter Palette,Face Palette,oily,62.8,1.4
9286,Carli Bybel Eyeshadow,Powder,oily,40.6,2.8
9287,Carli Bybel Highlighter,Powder,sensitive,41.2,2.6
9288,Shaaanxo Eyeshadow & Lipstick Palette,Face Palette,oily,109.6,2.1
9289,Shaaanxo Eyeshadow,Powder,dry,110.0,2.2
9290,Shaaanxo Lipstick,Lipstick,sensitive,101.3,2.8
9291,L.A. Lights Blush & Highlight Palette,Makeup Palette,dry,101.3,2.9
9292,L.A. Lights Blush,Powder,oily,129.6,2.7
9293,L.A. Lights Highlighter,Powder,sensitive,100.8,2.7
9294,Lip Palette,Lip Palette,dry,42.0,1.5
9295,Lipstick,Lipstick,dry,107.2,3.2
9296,#Shapematters Brushes,Makeup Palette,oily,121.6,2.5
9297,All-Over Contour Brush,Face,sensitive,40.4,2.9
9298,Targeted Contour Brush,Face,oily,90.0,2.6
9299,Ultra-Fine Liner/Brow Brush,Eye,sensitive,97.5,2.5
9300,Lip Shaping Brush,Lip,oily,32.9,1.2
9301,Eye Shaping Brush,Eye,oily,27.8,2.8
9302,Baked Fusion Soft Lights,Cheek Palette,sensitive,149.2,2.6
9303,Baked Fusion Soft Lights Powder,Powder,oily,24.0,2.4
9304,Step-By-Step Contour Kit,Cheek Palette,dry,32.6,2.1
9305,Step-By-Step Contour,Powder,oily,50.4,2.8
9306,Step-By-Step Bronzer,Powder,oily,107.1,2.6
9307,Step-By-Step Highlighter,Powder,dry,94.7,2.2
9308,Step-By-Step Contour Stick Trio,Cheek Palette,dry,105.0,1.7
9309,Step-By-Step Contour Stick,Cream,sensitive,53.9,2.6
9310,Brow Tech To Go,Eye Palette,dry,73.5,1.7
9311,Brow Tech Angled Pencil,Pencil,sensitive,86.3,2.5
9312,Brow Tech Soft Hold Gel,Gel,dry,139.6,3.1
9313,Mini Palette,Eye Palette,oily,101.8,2.7
9314,Double Exposure Eyeshadow,Powder,oily,17.8,3.4
9315,Photo Matte Eyes Eyeshadow,Powder,sensitive,134.6,2.8
9316,Eyeshadow Palette,Eye Palette,oily,116.8,3.1
9317,Double Explosure Palette,Eye Palette,oily,45.7,2.9
9318,Full Exposure Palette,Eye Palette,sensitive,143.0,2.9
9319,Full Exposure Eyeshadow,Powder,dry,73.6,1.3
